functionName,momentum,elapsedTime,numCalls
__CalculateDoubleTimeCurrent,-1.8325957145940461,0.47119475004728884,1
__CalculateConnectedCurrentCorrelator,-1.8325957145940461,0.12005045893602073,1
__CalculateCurrentHarmonics,-1.8325957145940461,0.008203749894164503,1
CalculateCurrent,-1.8325957145940461,0.6023190000560135,1
__SinusoidalDrivingTerm,-1.5707963267948966,27.564741687616333,78505067
__ClassicallyDrivenSSHEquations,-1.5707963267948966,135.99177577183582,19626266
__CalculateSingleTimeCorrelations,-1.5707963267948966,7.270239624893293,1
__CalculateSteadyStateMask,-1.5707963267948966,0.00012562505435198545,4
__CalculateSingleTimeFourierSeries,-1.5707963267948966,0.0005263750208541751,1
__CalculateDoubleTimeInitialConditions,-1.5707963267948966,5.420797970145941e-05,1
__CalculateDoubleTimeInhomogeousParts,-1.5707963267948966,1.6332953236997128e-05,1
__CalculateDoubleTimeCorrelations,-1.5707963267948966,223.34935591707472,1
SolveCorrelations,-1.5707963267948966,230.62017579108942,1
__CalculateCurrentExpectation,-1.5707963267948966,0.0010823330376297235,1
__CalculateCurrentFourier,-1.5707963267948966,0.00036220892798155546,1
__CalculateDoubleTimeCurrent,-1.5707963267948966,0.48215133394114673,1
__CalculateConnectedCurrentCorrelator,-1.5707963267948966,0.11829666700214148,1
__CalculateCurrentHarmonics,-1.5707963267948966,0.009558332967571914,1
CalculateCurrent,-1.5707963267948966,0.6118099590530619,1
__SinusoidalDrivingTerm,-1.3089969389957472,27.42350982397329,77780003
__ClassicallyDrivenSSHEquations,-1.3089969389957472,135.82337195030414,19445000
__CalculateSingleTimeCorrelations,-1.3089969389957472,8.081840583006851,1
__CalculateSteadyStateMask,-1.3089969389957472,0.00015516707208007574,4
__CalculateSingleTimeFourierSeries,-1.3089969389957472,0.0005283330101519823,1
__CalculateDoubleTimeInitialConditions,-1.3089969389957472,5.6875054724514484e-05,1
__CalculateDoubleTimeInhomogeousParts,-1.3089969389957472,1.8791062757372856e-05,1
__CalculateDoubleTimeCorrelations,-1.3089969389957472,221.53949137497693,1
SolveCorrelations,-1.3089969389957472,229.62192720803432,1
__CalculateCurrentExpectation,-1.3089969389957472,0.0018448750488460064,1
__CalculateCurrentFourier,-1.3089969389957472,0.0005954999942332506,1
__CalculateDoubleTimeCurrent,-1.3089969389957472,0.4745304170064628,1
__CalculateConnectedCurrentCorrelator,-1.3089969389957472,0.1734183330554515,1
__CalculateCurrentHarmonics,-1.3089969389957472,0.0046457500429823995,1
CalculateCurrent,-1.3089969389957472,0.6552529169712216,1
__SinusoidalDrivingTerm,-1.0471975511965979,28.08846592111513,78674747
__ClassicallyDrivenSSHEquations,-1.0471975511965979,137.63546103914268,19668686
__CalculateSingleTimeCorrelations,-1.0471975511965979,8.069492458016612,1
__CalculateSteadyStateMask,-1.0471975511965979,0.00012991693802177906,4
__CalculateSingleTimeFourierSeries,-1.0471975511965979,0.0011805830290541053,1
__CalculateDoubleTimeInitialConditions,-1.0471975511965979,9.85830556601286e-05,1
__CalculateDoubleTimeInhomogeousParts,-1.0471975511965979,3.612495493143797e-05,1
__CalculateDoubleTimeCorrelations,-1.0471975511965979,224.68695779098198,1
SolveCorrelations,-1.0471975511965979,232.75769408303313,1
__CalculateCurrentExpectation,-1.0471975511965979,0.0011044580023735762,1
__CalculateCurrentFourier,-1.0471975511965979,0.0003613330191001296,1
__CalculateDoubleTimeCurrent,-1.0471975511965979,0.5045008329907432,1
__CalculateConnectedCurrentCorrelator,-1.0471975511965979,0.11481570790056139,1
__CalculateCurrentHarmonics,-1.0471975511965979,0.004406625055707991,1
CalculateCurrent,-1.0471975511965979,0.6253981250338256,1
__SinusoidalDrivingTerm,-0.7853981633974483,28.677406499162316,79876667
__ClassicallyDrivenSSHEquations,-0.7853981633974483,140.34127319860272,19969166
__CalculateSingleTimeCorrelations,-0.7853981633974483,8.626157584018074,1
__CalculateSteadyStateMask,-0.7853981633974483,0.00012008403427898884,4
__CalculateSingleTimeFourierSeries,-0.7853981633974483,0.0005370409926399589,1
__CalculateDoubleTimeInitialConditions,-0.7853981633974483,6.070802919566631e-05,1
__CalculateDoubleTimeInhomogeousParts,-0.7853981633974483,1.7542042769491673e-05,1
__CalculateDoubleTimeCorrelations,-0.7853981633974483,228.09779299993534,1
SolveCorrelations,-0.7853981633974483,236.72455416701268,1
__CalculateCurrentExpectation,-0.7853981633974483,0.0009286249987781048,1
__CalculateCurrentFourier,-0.7853981633974483,0.0003398749977350235,1
__CalculateDoubleTimeCurrent,-0.7853981633974483,0.47892675001639873,1
__CalculateConnectedCurrentCorrelator,-0.7853981633974483,0.13166566705331206,1
__CalculateCurrentHarmonics,-0.7853981633974483,0.0045611250679939985,1
CalculateCurrent,-0.7853981633974483,0.6166595419635996,1
__SinusoidalDrivingTerm,-0.5235987755982991,28.724584291805513,80905331
__ClassicallyDrivenSSHEquations,-0.5235987755982991,140.68821631197352,20226332
__CalculateSingleTimeCorrelations,-0.5235987755982991,8.419822583091445,1
__CalculateSteadyStateMask,-0.5235987755982991,0.0001426249509677291,4
__CalculateSingleTimeFourierSeries,-0.5235987755982991,0.000505708041600883,1
__CalculateDoubleTimeInitialConditions,-0.5235987755982991,4.970794543623924e-05,1
__CalculateDoubleTimeInhomogeousParts,-0.5235987755982991,1.5874975360929966e-05,1
__CalculateDoubleTimeCorrelations,-0.5235987755982991,230.34236799995415,1
SolveCorrelations,-0.5235987755982991,238.76277108304203,1
__CalculateCurrentExpectation,-0.5235987755982991,0.0019749579951167107,1
__CalculateCurrentFourier,-0.5235987755982991,0.000623667030595243,1
__CalculateDoubleTimeCurrent,-0.5235987755982991,0.477048416971229,1
__CalculateConnectedCurrentCorrelator,-0.5235987755982991,0.13215208309702575,1
__CalculateCurrentHarmonics,-0.5235987755982991,0.0044583340641111135,1
CalculateCurrent,-0.5235987755982991,0.6165951249422505,1
__SinusoidalDrivingTerm,-0.2617993877991496,29.170035740709864,81574211
__ClassicallyDrivenSSHEquations,-0.2617993877991496,142.90937559586018,20393552
__CalculateSingleTimeCorrelations,-0.2617993877991496,9.03102554101497,1
__CalculateSteadyStateMask,-0.2617993877991496,0.00012250000145286322,4
__CalculateSingleTimeFourierSeries,-0.2617993877991496,0.0005229159723967314,1
__CalculateDoubleTimeInitialConditions,-0.2617993877991496,0.00011104193981736898,1
__CalculateDoubleTimeInhomogeousParts,-0.2617993877991496,3.554089926183224e-05,1
__CalculateDoubleTimeCorrelations,-0.2617993877991496,232.91606866696384,1
SolveCorrelations,-0.2617993877991496,241.9476695000194,1
__CalculateCurrentExpectation,-0.2617993877991496,0.0009366250596940517,1
__CalculateCurrentFourier,-0.2617993877991496,0.0003368749748915434,1
__CalculateDoubleTimeCurrent,-0.2617993877991496,0.5180942500010133,1
__CalculateConnectedCurrentCorrelator,-0.2617993877991496,0.1355566669953987,1
__CalculateCurrentHarmonics,-0.2617993877991496,0.0049460409209132195,1
CalculateCurrent,-0.2617993877991496,0.660262709017843,1
__SinusoidalDrivingTerm,0.0,29.34170596266631,81801611
__ClassicallyDrivenSSHEquations,0.0,143.6022904245183,20450402
__CalculateSingleTimeCorrelations,0.0,9.023162084049545,1
__CalculateSteadyStateMask,0.0,0.00015691807493567467,4
__CalculateSingleTimeFourierSeries,0.0,0.0005529170157387853,1
__CalculateDoubleTimeInitialConditions,0.0,6.266601849347353e-05,1
__CalculateDoubleTimeInhomogeousParts,0.0,1.7832964658737183e-05,1
__CalculateDoubleTimeCorrelations,0.0,233.57135820796248,1
SolveCorrelations,0.0,242.59513587504625,1
__CalculateCurrentExpectation,0.0,0.0011962080607190728,1
__CalculateCurrentFourier,0.0,0.0004094579489901662,1
__CalculateDoubleTimeCurrent,0.0,0.46929275000002235,1
__CalculateConnectedCurrentCorrelator,0.0,0.11358216707594693,1
__CalculateCurrentHarmonics,0.0,0.004568082978948951,1
CalculateCurrent,0.0,0.5892610840965062,1
__SinusoidalDrivingTerm,0.26179938779914913,29.298737642588094,81568211
__ClassicallyDrivenSSHEquations,0.26179938779914913,143.34130151430145,20392052
__CalculateSingleTimeCorrelations,0.26179938779914913,9.809272792073898,1
__CalculateSteadyStateMask,0.26179938779914913,0.0001450419658794999,4
__CalculateSingleTimeFourierSeries,0.26179938779914913,0.0006104590138420463,1
__CalculateDoubleTimeInitialConditions,0.26179938779914913,7.050007116049528e-05,1
__CalculateDoubleTimeInhomogeousParts,0.26179938779914913,2.479099202901125e-05,1
__CalculateDoubleTimeCorrelations,0.26179938779914913,232.10266000009142,1
SolveCorrelations,0.26179938779914913,241.9125891670119,1
__CalculateCurrentExpectation,0.26179938779914913,0.0009363749995827675,1
__CalculateCurrentFourier,0.26179938779914913,0.00035008310806006193,1
__CalculateDoubleTimeCurrent,0.26179938779914913,0.46384929202031344,1
__CalculateConnectedCurrentCorrelator,0.26179938779914913,0.12162975000683218,1
__CalculateCurrentHarmonics,0.26179938779914913,0.004531332990154624,1
CalculateCurrent,0.26179938779914913,0.5916514170821756,1
__SinusoidalDrivingTerm,0.5235987755982987,28.93127115792595,80894123
__ClassicallyDrivenSSHEquations,0.5235987755982987,141.54288879875094,20223530
__CalculateSingleTimeCorrelations,0.5235987755982987,8.789651583996601,1
__CalculateSteadyStateMask,0.5235987755982987,0.00015154096763581038,4
__CalculateSingleTimeFourierSeries,0.5235987755982987,0.0005800410872325301,1
__CalculateDoubleTimeInitialConditions,0.5235987755982987,5.2042072638869286e-05,1
__CalculateDoubleTimeInhomogeousParts,0.5235987755982987,1.6291975043714046e-05,1
__CalculateDoubleTimeCorrelations,0.5235987755982987,230.8853604590986,1
SolveCorrelations,0.5235987755982987,239.67564112506807,1
__CalculateCurrentExpectation,0.5235987755982987,0.0010108751012012362,1
__CalculateCurrentFourier,0.5235987755982987,0.0003613339504227042,1
__CalculateDoubleTimeCurrent,0.5235987755982987,0.4977619160199538,1
__CalculateConnectedCurrentCorrelator,0.5235987755982987,0.18716937501449138,1
__CalculateCurrentHarmonics,0.5235987755982987,0.019805417046882212,1
CalculateCurrent,0.5235987755982987,0.7087488749530166,1
__SinusoidalDrivingTerm,0.7853981633974478,28.435930710402317,79862531
__ClassicallyDrivenSSHEquations,0.7853981633974478,139.1114374307217,19965632
__CalculateSingleTimeCorrelations,0.7853981633974478,9.34855479199905,1
__CalculateSteadyStateMask,0.7853981633974478,0.00013266585301607847,4
__CalculateSingleTimeFourierSeries,0.7853981633974478,0.0006146669620648026,1
__CalculateDoubleTimeInitialConditions,0.7853981633974478,6.150000263005495e-05,1
__CalculateDoubleTimeInhomogeousParts,0.7853981633974478,1.8999911844730377e-05,1
__CalculateDoubleTimeCorrelations,0.7853981633974478,226.03741524997167,1
SolveCorrelations,0.7853981633974478,235.38666591607034,1
__CalculateCurrentExpectation,0.7853981633974478,0.0017658750293776393,1
__CalculateCurrentFourier,0.7853981633974478,0.0005672090919688344,1
__CalculateDoubleTimeCurrent,0.7853981633974478,0.4760356249753386,1
__CalculateConnectedCurrentCorrelator,0.7853981633974478,0.1266992079326883,1
__CalculateCurrentHarmonics,0.7853981633974478,0.00833416695240885,1
CalculateCurrent,0.7853981633974478,0.6136071250075474,1
__SinusoidalDrivingTerm,1.0471975511965974,28.73081763042137,78659771
__ClassicallyDrivenSSHEquations,1.0471975511965974,140.45861718337983,19664942
__CalculateSingleTimeCorrelations,1.0471975511965974,8.433072166983038,1
__CalculateSteadyStateMask,1.0471975511965974,0.00012316694483160973,4
__CalculateSingleTimeFourierSeries,1.0471975511965974,0.0011623749742284417,1
__CalculateDoubleTimeInitialConditions,1.0471975511965974,9.391701314598322e-05,1
__CalculateDoubleTimeInhomogeousParts,1.0471975511965974,3.5375007428228855e-05,1
__CalculateDoubleTimeCorrelations,1.0471975511965974,229.16004966699984,1
SolveCorrelations,1.0471975511965974,237.59433824999724,1
__CalculateCurrentExpectation,1.0471975511965974,0.0009912500390782952,1
__CalculateCurrentFourier,1.0471975511965974,0.0003552499692887068,1
__CalculateDoubleTimeCurrent,1.0471975511965974,0.48508720891550183,1
__CalculateConnectedCurrentCorrelator,1.0471975511965974,0.12593479198403656,1
__CalculateCurrentHarmonics,1.0471975511965974,0.004648291971534491,1
CalculateCurrent,1.0471975511965974,0.6172262500040233,1
__SinusoidalDrivingTerm,1.3089969389957465,27.05771723855287,77767619
__ClassicallyDrivenSSHEquations,1.3089969389957465,131.57501365500502,19441904
__CalculateSingleTimeCorrelations,1.3089969389957465,8.440720375045203,1
__CalculateSteadyStateMask,1.3089969389957465,0.00012324901763349771,4
__CalculateSingleTimeFourierSeries,1.3089969389957465,0.0005703330971300602,1
__CalculateDoubleTimeInitialConditions,1.3089969389957465,6.925000343471766e-05,1
__CalculateDoubleTimeInhomogeousParts,1.3089969389957465,1.9666971638798714e-05,1
__CalculateDoubleTimeCorrelations,1.3089969389957465,212.77365816698875,1
SolveCorrelations,1.3089969389957465,221.21498995809816,1
__CalculateCurrentExpectation,1.3089969389957465,0.001025000005029142,1
__CalculateCurrentFourier,1.3089969389957465,0.00033012498170137405,1
__CalculateDoubleTimeCurrent,1.3089969389957465,0.39490575005766004,1
__CalculateConnectedCurrentCorrelator,1.3089969389957465,0.14291633397806436,1
__CalculateCurrentHarmonics,1.3089969389957465,0.004358083941042423,1
CalculateCurrent,1.3089969389957465,0.5437521669082344,1
__SinusoidalDrivingTerm,1.5707963267948966,28.310355219757184,78501419
__ClassicallyDrivenSSHEquations,1.5707963267948966,139.06959592725616,19625354
__CalculateSingleTimeCorrelations,1.5707963267948966,8.509993709041737,1
__CalculateSteadyStateMask,1.5707963267948966,0.0002133749658241868,4
__CalculateSingleTimeFourierSeries,1.5707963267948966,0.0008295420557260513,1
__CalculateDoubleTimeInitialConditions,1.5707963267948966,8.233299013227224e-05,1
__CalculateDoubleTimeInhomogeousParts,1.5707963267948966,1.9416911527514458e-05,1
__CalculateDoubleTimeCorrelations,1.5707963267948966,227.34578429209068,1
SolveCorrelations,1.5707963267948966,235.85671320802066,1
__CalculateCurrentExpectation,1.5707963267948966,0.0020257089054211974,1
__CalculateCurrentFourier,1.5707963267948966,0.0007187500596046448,1
__CalculateDoubleTimeCurrent,1.5707963267948966,0.48535624996293336,1
__CalculateConnectedCurrentCorrelator,1.5707963267948966,0.11911295808386058,1
__CalculateCurrentHarmonics,1.5707963267948966,0.004736458999104798,1
CalculateCurrent,1.5707963267948966,0.6122081249486655,1
__SinusoidalDrivingTerm,1.8325957145940457,21.276112766121514,71866883
__ClassicallyDrivenSSHEquations,1.8325957145940457,102.73077032447327,17966720
__CalculateSingleTimeCorrelations,1.8325957145940457,7.31951579102315,1
__CalculateSteadyStateMask,1.8325957145940457,9.366788435727358e-05,4
__CalculateSingleTimeFourierSeries,1.8325957145940457,0.0005314580630511045,1
__CalculateDoubleTimeInitialConditions,1.8325957145940457,5.3541967645287514e-05,1
__CalculateDoubleTimeInhomogeousParts,1.8325957145940457,1.9083963707089424e-05,1
__CalculateDoubleTimeCorrelations,1.8325957145940457,164.771133458009,1
SolveCorrelations,1.8325957145940457,172.09121516696177,1
__CalculateCurrentExpectation,1.8325957145940457,0.0009236249607056379,1
__CalculateCurrentFourier,1.8325957145940457,0.0003160840133205056,1
__CalculateDoubleTimeCurrent,1.8325957145940457,0.3540728330845013,1
__CalculateConnectedCurrentCorrelator,1.8325957145940457,0.10961395804770291,1
__CalculateCurrentHarmonics,1.8325957145940457,0.004386874963529408,1
CalculateCurrent,1.8325957145940457,0.4695483749965206,1
__SinusoidalDrivingTerm,2.094395102393195,14.07018915482331,36795323
__ClassicallyDrivenSSHEquations,2.094395102393195,67.69626989762764,9198830
__CalculateSingleTimeCorrelations,2.094395102393195,6.240953375003301,1
__CalculateSteadyStateMask,2.094395102393195,0.00011187384370714426,4
__CalculateSingleTimeFourierSeries,2.094395102393195,0.0005411660531535745,1
__CalculateDoubleTimeInitialConditions,2.094395102393195,5.820905789732933e-05,1
__CalculateDoubleTimeInhomogeousParts,2.094395102393195,1.7332960851490498e-05,1
__CalculateDoubleTimeCorrelations,2.094395102393195,111.37874683295377,1
SolveCorrelations,2.094395102393195,117.62028862501029,1
__CalculateCurrentExpectation,2.094395102393195,0.000979083008132875,1
__CalculateCurrentFourier,2.094395102393195,0.00034045788925141096,1
__CalculateDoubleTimeCurrent,2.094395102393195,0.48836183396633714,1
__CalculateConnectedCurrentCorrelator,2.094395102393195,0.1281890420941636,1
__CalculateCurrentHarmonics,2.094395102393195,0.004556250059977174,1
CalculateCurrent,2.094395102393195,0.6226315830135718,1
__SinusoidalDrivingTerm,2.356194490192345,17.212157431989908,45892019
__ClassicallyDrivenSSHEquations,2.356194490192345,82.99850124353543,11473004
__CalculateSingleTimeCorrelations,2.356194490192345,6.253408582997508,1
__CalculateSteadyStateMask,2.356194490192345,0.00011745910160243511,4
__CalculateSingleTimeFourierSeries,2.356194490192345,0.0005513749783858657,1
__CalculateDoubleTimeInitialConditions,2.356194490192345,5.77499158680439e-05,1
__CalculateDoubleTimeInhomogeousParts,2.356194490192345,1.7457990907132626e-05,1
__CalculateDoubleTimeCorrelations,2.356194490192345,136.74772279208992,1
SolveCorrelations,2.356194490192345,143.00177408289164,1
__CalculateCurrentExpectation,2.356194490192345,0.001662040944211185,1
__CalculateCurrentFourier,2.356194490192345,0.00034016696736216545,1
__CalculateDoubleTimeCurrent,2.356194490192345,0.46860229200683534,1
__CalculateConnectedCurrentCorrelator,2.356194490192345,0.13380566600244492,1
__CalculateCurrentHarmonics,2.356194490192345,0.008379832957871258,1
CalculateCurrent,2.356194490192345,0.6129833339946344,1
__SinusoidalDrivingTerm,2.617993877991494,16.85496462509036,45849155
__ClassicallyDrivenSSHEquations,2.617993877991494,82.32331790018361,11462288
__CalculateSingleTimeCorrelations,2.617993877991494,5.848478875006549,1
__CalculateSteadyStateMask,2.617993877991494,0.00014233391266316175,4
__CalculateSingleTimeFourierSeries,2.617993877991494,0.001199082937091589,1
__CalculateDoubleTimeInitialConditions,2.617993877991494,9.920902084559202e-05,1
__CalculateDoubleTimeInhomogeousParts,2.617993877991494,3.5208999179303646e-05,1
__CalculateDoubleTimeCorrelations,2.617993877991494,138.57482375006657,1
SolveCorrelations,2.617993877991494,144.42456020799,1
__CalculateCurrentExpectation,2.617993877991494,0.0010819160379469395,1
__CalculateCurrentFourier,2.617993877991494,0.00036054092925041914,1
__CalculateDoubleTimeCurrent,2.617993877991494,0.48402887501288205,1
__CalculateConnectedCurrentCorrelator,2.617993877991494,0.1416636659996584,1
__CalculateCurrentHarmonics,2.617993877991494,0.008139582932926714,1
CalculateCurrent,2.617993877991494,0.6354830421041697,1
__SinusoidalDrivingTerm,2.879793265790643,15.844870887813158,44548067
__ClassicallyDrivenSSHEquations,2.879793265790643,77.47491593682207,11137016
__CalculateSingleTimeCorrelations,2.879793265790643,5.362606375012547,1
__CalculateSteadyStateMask,2.879793265790643,0.00010312406811863184,4
__CalculateSingleTimeFourierSeries,2.879793265790643,0.0005520000122487545,1
__CalculateDoubleTimeInitialConditions,2.879793265790643,5.366699770092964e-05,1
__CalculateDoubleTimeInhomogeousParts,2.879793265790643,1.691700890660286e-05,1
__CalculateDoubleTimeCorrelations,2.879793265790643,129.78204720804933,1
SolveCorrelations,2.879793265790643,135.1452458340209,1
__CalculateCurrentExpectation,2.879793265790643,0.0009778749663382769,1
__CalculateCurrentFourier,2.879793265790643,0.00035429198760539293,1
__CalculateDoubleTimeCurrent,2.879793265790643,0.4451264590024948,1
__CalculateConnectedCurrentCorrelator,2.879793265790643,0.1279937500366941,1
__CalculateCurrentHarmonics,2.879793265790643,0.0043996250024065375,1
CalculateCurrent,2.879793265790643,0.579044375102967,1
__SinusoidalDrivingTerm,3.141592653589793,13.338062108610757,43936571
__ClassicallyDrivenSSHEquations,3.141592653589793,62.97612841823138,10984142
__CalculateSingleTimeCorrelations,3.141592653589793,5.26743541599717,1
__CalculateSteadyStateMask,3.141592653589793,0.00015491596423089504,4
__CalculateSingleTimeFourierSeries,3.141592653589793,0.0005640420131385326,1
__CalculateDoubleTimeInitialConditions,3.141592653589793,5.779101047664881e-05,1
__CalculateDoubleTimeInhomogeousParts,3.141592653589793,1.6666017472743988e-05,1
__CalculateDoubleTimeCorrelations,3.141592653589793,101.95552158297505,1
SolveCorrelations,3.141592653589793,107.22356745798606,1
__CalculateCurrentExpectation,3.141592653589793,0.0010085420217365026,1
__CalculateCurrentFourier,3.141592653589793,0.0003274580230936408,1
__CalculateDoubleTimeCurrent,3.141592653589793,0.43077108392026275,1
__CalculateConnectedCurrentCorrelator,3.141592653589793,0.09350849990732968,1
__CalculateCurrentHarmonics,3.141592653589793,0.0042041250271722674,1
CalculateCurrent,3.141592653589793,0.5300259579671547,1
