functionName,momentum,elapsedTime,numCalls
__SinusoidalDrivingTerm,-3.141592653589793,2.747777714743279,8382659
__ClassicallyDrivenSSHEquations,-3.141592653589793,13.563853589585051,2095664
__CalculateSingleTimeCorrelations,-3.141592653589793,2.879050916992128,1
__CalculateSteadyStateMask,-3.141592653589793,7.579103112220764e-05,4
__CalculateSingleTimeFourierSeries,-3.141592653589793,0.0008660419844090939,1
__CalculateDoubleTimeInitialConditions,-3.141592653589793,4.483293741941452e-05,1
__CalculateDoubleTimeInhomogeousParts,-3.141592653589793,1.3958895578980446e-05,1
__CalculateDoubleTimeCorrelations,-3.141592653589793,21.61818620795384,1
SolveCorrelations,-3.141592653589793,24.49812612507958,1
__CalculateCurrentExpectation,-3.141592653589793,0.000935416086576879,1
__CalculateCurrentFourier,-3.141592653589793,0.0004718749551102519,1
__CalculateDoubleTimeCurrent,-3.141592653589793,0.20429562509525567,1
__CalculateConnectedCurrentCorrelator,-3.141592653589793,0.05722320801578462,1
__CalculateCurrentHarmonics,-3.141592653589793,0.003973792074248195,1
CalculateCurrent,-3.141592653589793,0.2673397499602288,1
__SinusoidalDrivingTerm,-1.5707963267948966,4.8360650652321056,15271067
__ClassicallyDrivenSSHEquations,-1.5707963267948966,23.23578397219535,3817766
__CalculateSingleTimeCorrelations,-1.5707963267948966,4.428943375009112,1
__CalculateSteadyStateMask,-1.5707963267948966,6.45412364974618e-05,4
__CalculateSingleTimeFourierSeries,-1.5707963267948966,0.000862959073856473,1
__CalculateDoubleTimeInitialConditions,-1.5707963267948966,4.51250234618783e-05,1
__CalculateDoubleTimeInhomogeousParts,-1.5707963267948966,1.4124903827905655e-05,1
__CalculateDoubleTimeCorrelations,-1.5707963267948966,35.76699249993544,1
SolveCorrelations,-1.5707963267948966,40.19682025001384,1
__CalculateCurrentExpectation,-1.5707963267948966,0.0010270000202581286,1
__CalculateCurrentFourier,-1.5707963267948966,0.0004977500066161156,1
__CalculateDoubleTimeCurrent,-1.5707963267948966,0.21067358297295868,1
__CalculateConnectedCurrentCorrelator,-1.5707963267948966,0.0679535421077162,1
__CalculateCurrentHarmonics,-1.5707963267948966,0.003910917090252042,1
CalculateCurrent,-1.5707963267948966,0.28449858305975795,1
__SinusoidalDrivingTerm,0.0,5.266082216752693,16341251
__ClassicallyDrivenSSHEquations,0.0,25.14543724444229,4085312
__CalculateSingleTimeCorrelations,0.0,5.238664292031899,1
__CalculateSteadyStateMask,0.0,7.804192136973143e-05,4
__CalculateSingleTimeFourierSeries,0.0,0.0013004170032218099,1
__CalculateDoubleTimeInitialConditions,0.0,9.312503971159458e-05,1
__CalculateDoubleTimeInhomogeousParts,0.0,3.27499583363533e-05,1
__CalculateDoubleTimeCorrelations,0.0,37.83691454201471,1
SolveCorrelations,0.0,43.0769058750011,1
__CalculateCurrentExpectation,0.0,0.0009749999735504389,1
__CalculateCurrentFourier,0.0,0.00050016597378999,1
__CalculateDoubleTimeCurrent,0.0,0.18244491692166775,1
__CalculateConnectedCurrentCorrelator,0.0,0.05305537499953061,1
__CalculateCurrentHarmonics,0.0,0.003822042024694383,1
CalculateCurrent,0.0,0.2412070840364322,1
__SinusoidalDrivingTerm,1.5707963267948966,4.771020672516897,15267395
__ClassicallyDrivenSSHEquations,1.5707963267948966,23.171907873474993,3816848
__CalculateSingleTimeCorrelations,1.5707963267948966,4.406220042030327,1
__CalculateSteadyStateMask,1.5707963267948966,7.929117418825626e-05,4
__CalculateSingleTimeFourierSeries,1.5707963267948966,0.0008695409633219242,1
__CalculateDoubleTimeInitialConditions,1.5707963267948966,4.5874970965087414e-05,1
__CalculateDoubleTimeInhomogeousParts,1.5707963267948966,1.4333054423332214e-05,1
__CalculateDoubleTimeCorrelations,1.5707963267948966,35.720056334044784,1
SolveCorrelations,1.5707963267948966,40.127171333064325,1
__CalculateCurrentExpectation,1.5707963267948966,0.0010055419988930225,1
__CalculateCurrentFourier,1.5707963267948966,0.0005071669584140182,1
__CalculateDoubleTimeCurrent,1.5707963267948966,0.20113116700667888,1
__CalculateConnectedCurrentCorrelator,1.5707963267948966,0.06708004104439169,1
__CalculateCurrentHarmonics,1.5707963267948966,0.004082958912476897,1
CalculateCurrent,1.5707963267948966,0.2742704580305144,1
__SinusoidalDrivingTerm,3.141592653589793,2.7137809965061024,8382659
__ClassicallyDrivenSSHEquations,3.141592653589793,13.403126028715633,2095664
__CalculateSingleTimeCorrelations,3.141592653589793,2.8325494170421734,1
__CalculateSteadyStateMask,3.141592653589793,0.00010533409658819437,4
__CalculateSingleTimeFourierSeries,3.141592653589793,0.0020695410203188658,1
__CalculateDoubleTimeInitialConditions,3.141592653589793,5.200004670768976e-05,1
__CalculateDoubleTimeInhomogeousParts,3.141592653589793,1.4916062355041504e-05,1
__CalculateDoubleTimeCorrelations,3.141592653589793,21.398218125104904,1
SolveCorrelations,3.141592653589793,24.232864624937065,1
__CalculateCurrentExpectation,3.141592653589793,0.0009069580119103193,1
__CalculateCurrentFourier,3.141592653589793,0.0004603330744430423,1
__CalculateDoubleTimeCurrent,3.141592653589793,0.22823687503114343,1
__CalculateConnectedCurrentCorrelator,3.141592653589793,0.06401483295485377,1
__CalculateCurrentHarmonics,3.141592653589793,0.004441833007149398,1
CalculateCurrent,3.141592653589793,0.2989899580134079,1
